;;;;;;;Human;Human;Human;Elenco;Elenco;Elenco;Espião Estatístico;Espião Estatístico;Espião Estatístico;UFMG;UFMG;UFMG;Chance de Gol;Chance de Gol;Chance de Gol;Five-Thirty-Eight;Five-Thirty-Eight;Five-Thirty-Eight;MaiaE0;MaiaE0;MaiaE0;Betting House;Betting House;Betting House
date;round;home_team;home_score;away_score;away_team;result;H;D;A;H;D;A;H;D;A;H;D;A;H;D;A;H;D;A;H;D;A;H;D;A
04/07/2021;9;Sport;0;1;Palmeiras;A;0.26;0.31;0.43;0.29;0.29;0.42;0.33;0.26;0.41;0.3928;0.278;0.3292;0.172;0.288;0.54;0.26;0.26;0.48;0.223365383160414;0.285144071396347;0.491490545443239;0.2492;0.2832;0.4674
04/07/2021;9;São Paulo;1;2;Bragantino;A;0.34;0.28;0.38;0.39;0.28;0.33;0.35;0.28;0.37;0.2018;0.4155;0.3827;0.479;0.24;0.281;0.39;0.27;0.34;0.38004816173527;0.282321524097504;0.337630314167226;0.4082;0.2888;0.3028
04/07/2021;9;Ceará;2;0;Juventude;H;0.54;0.26;0.2;0.52;0.27;0.21;0.45;0.27;0.28;0.2924;0.4854;0.2221;0.584;0.239;0.176;0.54;0.26;0.2;0.515059465054666;0.277306719287184;0.20763381565815;0.5362;0.276;0.1876
04/07/2021;9;Cuiabá;0;1;Atlético-MG;A;0.25;0.26;0.49;0.32;0.29;0.39;0.26;0.33;0.41;0.368;0.2854;0.3465;0.23;0.271;0.499;0.3;0.26;0.44;0.248641805996507;0.294577055711319;0.456781138292174;0.1971;0.2676;0.5352
04/07/2021;9;Grêmio;0;1;Atlético-GO;A;0.48;0.28;0.24;0.57;0.25;0.18;0.35;0.33;0.32;0.3592;0.3533;0.2875;0.465;0.276;0.259;0.57;0.24;0.19;0.538024341179369;0.261649065293838;0.200326593526793;0.514;0.2687;0.2172
06/07/2021;10;Santos;2;1;Athletico-PR;H;0.39;0.29;0.32;0.44;0.27;0.29;0.37;0.36;0.27;0.3739;0.3076;0.3185;0.373;0.283;0.344;0.45;0.28;0.27;0.404752004673617;0.286558201562092;0.308689793764291;0.4265;0.3127;0.2606
07/07/2021;10;Fortaleza;4;0;América-MG;H;0.53;0.26;0.21;0.59;0.23;0.18;0.56;0.24;0.2;0.4908;0.2647;0.2445;0.559;0.279;0.162;0.51;0.25;0.23;0.518296598690485;0.279723617621887;0.201979783687627;0.4942;0.2889;0.2168
07/07/2021;10;Bahia;1;0;Juventude;H;0.58;0.24;0.18;0.64;0.21;0.15;0.51;0.28;0.21;0.3208;0.4267;0.2525;0.575;0.232;0.193;0.54;0.25;0.21;0.574777814839179;0.244621417088635;0.180600768072185;0.4942;0.2889;0.2168
07/07/2021;10;Bragantino;1;1;Cuiabá;D;0.68;0.2;0.12;0.72;0.18;0.1;0.62;0.21;0.17;0.2572;0.5897;0.1531;0.673;0.225;0.102;0.69;0.2;0.1;0.703390655113598;0.214694850419879;0.0819144944665228;0.6106;0.2335;0.1557
07/07/2021;10;Palmeiras;2;0;Grêmio;H;0.56;0.26;0.18;0.65;0.21;0.14;0.5;0.26;0.24;0.5325;0.2754;0.1921;0.503;0.279;0.218;0.55;0.24;0.21;0.529554917944683;0.252001382242122;0.218443699813195;0.4942;0.2889;0.2168
07/07/2021;10;Atlético-MG;2;1;Flamengo;H;0.43;0.25;0.32;0.44;0.28;0.28;0.39;0.3;0.31;0.4104;0.2845;0.3051;0.392;0.249;0.359;0.28;0.24;0.48;0.406088227922939;0.239107774293019;0.354803997784042;0.4082;0.3028;0.2888
07/07/2021;10;Atlético-GO;1;1;Sport;D;0.53;0.26;0.21;0.49;0.3;0.21;0.5;0.3;0.2;0.4135;0.3712;0.2153;0.613;0.263;0.124;0.48;0.29;0.23;0.51775280965383;0.297302957832232;0.184944232513938;0.4942;0.2889;0.2168
07/07/2021;10;Fluminense;0;0;Ceará;D;0.52;0.28;0.2;0.57;0.25;0.18;0.3601;0.3599;0.28;0.342;0.4568;0.2012;0.453;0.263;0.284;0.48;0.27;0.25;0.461806419141608;0.273496368042678;0.264697212815714;0.4465;0.293;0.2604
07/07/2021;10;Internacional;0;2;São Paulo;A;0.45;0.31;0.24;0.51;0.26;0.23;0.46;0.27;0.27;0.3123;0.3949;0.2928;0.388;0.235;0.377;0.46;0.27;0.27;0.48213826501057;0.272479656548625;0.245382078440805;0.4188;0.3039;0.2771
08/07/2021;10;Chapecoense;0;1;Corinthians;A;0.31;0.35;0.34;0.34;0.29;0.37;0.27;0.37;0.36;0.2221;0.4071;0.3707;0.297;0.302;0.401;0.35;0.27;0.38;0.290897114037499;0.30535219798839;0.403750687974112;0.2768;0.3138;0.4093
10/07/2021;11;Palmeiras;3;2;Santos;H;0.52;0.26;0.22;0.61;0.23;0.16;0.46;0.28;0.26;0.3347;0.351;0.3143;0.606;0.241;0.153;0.58;0.24;0.18;0.556559488182706;0.241888448904557;0.201552062912737;0.5454;0.2759;0.1786
10/07/2021;11;Grêmio;0;0;Internacional;D;0.39;0.32;0.29;0.5;0.26;0.24;0.35;0.31;0.34;0.3335;0.3929;0.2736;0.347;0.271;0.381;0.47;0.26;0.27;0.444687237599999;0.270169471627866;0.285143290772135;0.4188;0.3039;0.2771
10/07/2021;11;Athletico-PR;2;2;Bragantino;D;0.44;0.26;0.3;0.51;0.24;0.25;0.38;0.29;0.33;0.3498;0.2593;0.3909;0.322;0.278;0.4;0.36;0.26;0.37;0.412741906487113;0.282379074517869;0.304879018995018;0.3747;0.3022;0.323
10/07/2021;11;São Paulo;1;0;Bahia;H;0.53;0.25;0.22;0.52;0.25;0.23;0.39;0.29;0.32;0.2292;0.4497;0.321;0.55;0.221;0.229;0.53;0.25;0.22;0.531646647462181;0.245566360511837;0.222786992025983;0.5362;0.276;0.1876
10/07/2021;11;América-MG;0;1;Atlético-MG;A;0.19;0.29;0.52;0.31;0.27;0.42;0.33;0.27;0.4;0.245;0.4316;0.3234;0.195;0.269;0.536;0.29;0.25;0.46;0.256564882098176;0.264270618742954;0.47916449915887;0.2857;0.3042;0.41
10/07/2021;11;Sport;1;2;Fluminense;A;0.34;0.35;0.31;0.34;0.33;0.33;0.31;0.31;0.38;0.2913;0.4335;0.2752;0.222;0.295;0.483;0.355;0.3;0.345;0.30062743764324;0.317221760462281;0.382150801894479;0.2888;0.3028;0.4082
11/07/2021;11;Juventude;1;1;Atlético-GO;D;0.38;0.33;0.29;0.41;0.3;0.29;0.39;0.35;0.26;0.4535;0.1855;0.361;0.29;0.281;0.429;0.4;0.3;0.3;0.297482708041333;0.344367469395115;0.358149822563551;0.3747;0.3022;0.323
11/07/2021;11;Flamengo;2;1;Chapecoense;H;0.72;0.17;0.11;0.74;0.17;0.09;0.6;0.22;0.18;0.3861;0.3487;0.2652;0.679;0.197;0.124;0.79;0.14;0.07;0.754904493075785;0.155989311981073;0.0891061949431413;0.7073;0.1881;0.1045
11/07/2021;11;Cuiabá;2;2;Ceará;D;0.42;0.31;0.27;0.41;0.3;0.29;0.33;0.35;0.32;0.2193;0.4998;0.2809;0.262;0.288;0.45;0.38;0.29;0.32;0.278008115213363;0.342679279917358;0.379312604869279;0.3688;0.3034;0.3277
11/07/2021;11;Fortaleza;1;0;Corinthians;H;0.46;0.31;0.23;0.5;0.27;0.23;0.48;0.29;0.23;0.3592;0.3917;0.2491;0.503;0.298;0.199;0.44;0.28;0.28;0.421117550831696;0.302196564356133;0.276685884812171;0.3924;0.3037;0.3037
17/07/2021;12;São Paulo;0;1;Fortaleza;A;0.43;0.28;0.29;0.46;0.28;0.26;0.46;0.27;0.27;0.297;0.48;0.223;0.476;0.255;0.269;0.5;0.27;0.23;0.479603425933062;0.281091946081746;0.239304627985192;0.5362;0.276;0.1876
17/07/2021;12;Ceará;1;0;Athletico-PR;H;0.51;0.28;0.21;0.4;0.26;0.34;0.43;0.28;0.29;0.4255;0.238;0.3365;0.488;0.265;0.247;0.42;0.27;0.31;0.375073913074429;0.289789174347483;0.335136912578089;0.3739;0.2921;0.3338
17/07/2021;12;Corinthians;1;2;Atlético-MG;A;0.39;0.31;0.3;0.4;0.32;0.28;0.31;0.34;0.35;0.3051;0.3679;0.327;0.329;0.304;0.367;0.34;0.28;0.37;0.398250049638343;0.287826990691901;0.313922959669756;0.3479;0.2935;0.3585
17/07/2021;12;Fluminense;0;1;Grêmio;A;0.48;0.28;0.24;0.54;0.28;0.18;0.43;0.3;0.27;0.4889;0.3038;0.2072;0.471;0.281;0.248;0.44;0.27;0.29;0.415104340387399;0.284976337953758;0.299919321658843;0.5141;0.2767;0.209
18/07/2021;12;Chapecoense;2;3;Cuiabá;A;0.52;0.26;0.22;0.47;0.27;0.26;0.39;0.28;0.33;0.1951;0.4771;0.3277;0.439;0.289;0.272;0.45;0.27;0.28;0.401778172371636;0.318086761684954;0.28013506594341;0.3613;0.303;0.3355
18/07/2021;12;Atlético-GO;0;3;Palmeiras;A;0.38;0.3;0.32;0.3;0.27;0.43;0.32;0.26;0.42;0.3568;0.3035;0.3397;0.332;0.283;0.385;0.25;0.25;0.5;0.303620003957607;0.289389345833545;0.406990650208848;0.2888;0.2844;0.4266
18/07/2021;12;Bahia;0;5;Flamengo;A;0.47;0.23;0.3;0.39;0.27;0.34;0.3;0.31;0.39;0.4394;0.2388;0.3218;0.337;0.239;0.424;0.23;0.22;0.55;0.333877075944549;0.23632001645073;0.42980290760472;0.377;0.2945;0.3284
18/07/2021;12;Internacional;1;0;Juventude;H;0.53;0.28;0.19;0.59;0.25;0.16;0.36;0.31;0.33;0.26;0.4789;0.2611;0.597;0.233;0.169;0.59;0.25;0.16;0.61385177797917;0.254176972523076;0.131971249497754;0.3606;0.3125;0.3267
18/07/2021;12;Bragantino;2;2;Santos;D;0.55;0.25;0.2;0.59;0.22;0.19;0.4;0.28;0.32;0.3539;0.4879;0.1582;0.585;0.23;0.185;0.52;0.25;0.23;0.557201907560524;0.232080502845528;0.210717589593948;0.4266;0.2844;0.2888
19/07/2021;12;América-MG;0;1;Sport;A;0.53;0.29;0.18;0.45;0.3;0.25;0.43;0.29;0.28;0.2873;0.5087;0.2039;0.512;0.302;0.186;0.44;0.28;0.28;0.38360491283409;0.330943998216734;0.285451088949176;0.4469;0.3027;0.2502
24/07/2021;13;Grêmio;1;1;América-MG;D;0.56;0.25;0.19;0.59;0.26;0.15;0.43;0.26;0.31;0.3602;0.3341;0.3057;0.539;0.288;0.173;0.59;0.23;0.17;0.64740225822739;0.232199603853238;0.120398137919372;0.3613;0.303;0.3355
24/07/2021;13;Palmeiras;1;0;Fluminense;H;0.54;0.26;0.2;0.63;0.22;0.15;0.4;0.27;0.33;0.4179;0.3903;0.1918;0.507;0.267;0.226;0.61;0.23;0.16;0.572082817065694;0.245261789470124;0.182655393464182;0.5105;0.2669;0.2224
25/07/2021;13;Atlético-MG;3;0;Bahia;H;0.6;0.22;0.18;0.67;0.2;0.13;0.47;0.28;0.25;0.4615;0.2741;0.2644;0.56;0.233;0.207;0.61;0.22;0.17;0.591316372784405;0.212800351937783;0.195883275277813;0.5141;0.2767;0.209
25/07/2021;13;Fortaleza;1;0;Bragantino;H;0.43;0.3;0.27;0.5;0.24;0.26;0.48;0.27;0.25;0.3734;0.3017;0.3248;0.442;0.275;0.283;0.39;0.27;0.34;0.361351935590698;0.27318194615988;0.365466118249422;0.3613;0.303;0.3355
25/07/2021;13;Flamengo;5;1;São Paulo;H;0.53;0.25;0.22;0.62;0.24;0.14;0.43;0.31;0.26;0.4455;0.2494;0.3051;0.485;0.227;0.288;0.67;0.2;0.13;0.559135150472251;0.236035465743354;0.204829383784395;0.4713;0.3041;0.2244
25/07/2021;13;Santos;0;1;Atlético-GO;A;0.54;0.26;0.2;0.63;0.22;0.15;0.63;0.23;0.14;0.4123;0.3343;0.2534;0.403;0.262;0.335;0.57;0.25;0.18;0.532581796780253;0.255686957682658;0.211731245537089;0.5109;0.2921;0.1968
25/07/2021;13;Athletico-PR;2;1;Internacional;H;0.5;0.29;0.21;0.59;0.23;0.18;0.41;0.28;0.31;0.3363;0.4567;0.207;0.379;0.271;0.35;0.42;0.27;0.31;0.442427443514326;0.288335274813889;0.269237281671785;0.4494;0.3146;0.2359
25/07/2021;13;Sport;0;0;Ceará;D;0.3;0.36;0.34;0.41;0.31;0.28;0.33;0.31;0.36;0.2105;0.4991;0.2904;0.24;0.295;0.465;0.37;0.3;0.33;0.304158384552009;0.308118903419606;0.387722712028385;0.3412;0.3351;0.3235
26/07/2021;13;Juventude;1;0;Chapecoense;H;0.44;0.32;0.24;0.49;0.27;0.24;0.47;0.28;0.25;0.3803;0.3975;0.2222;0.411;0.281;0.308;0.46;0.27;0.27;0.397805261196118;0.334003487291517;0.268191251512365;0.4465;0.293;0.2604
26/07/2021;13;Cuiabá;1;2;Corinthians;A;0.33;0.31;0.36;0.4;0.3;0.3;0.35;0.31;0.34;0.2579;0.4205;0.3216;0.304;0.312;0.383;0.37;0.29;0.34;0.375575124080889;0.298829254186971;0.32559562173214;0.2889;0.3353;0.3756
31/07/2021;14;São Paulo;0;0;Palmeiras;D;0.24;0.33;0.43;0.31;0.28;0.41;0.34;0.31;0.35;0.1624;0.3523;0.4852;0.346;0.262;0.392;0.34;0.27;0.39;0.337355111062647;0.284901621693566;0.377743267243787;0.3388;0.2951;0.3659
31/07/2021;14;Internacional;0;0;Cuiabá;D;0.56;0.24;0.2;0.57;0.24;0.19;0.43;0.29;0.28;0.1901;0.5344;0.2755;0.566;0.24;0.194;0.57;0.25;0.18;0.595964478209506;0.228234869989837;0.175800651800657;0.5493;0.2682;0.1823
31/07/2021;14;Bragantino;1;0;Grêmio;H;0.48;0.29;0.23;0.6;0.23;0.17;0.4;0.28;0.32;0.3638;0.4193;0.2169;0.488;0.271;0.241;0.51;0.25;0.24;0.51168733967814;0.253410029677318;0.234902630644542;0.4343;0.285;0.2806
01/08/2021;14;Corinthians;1;3;Flamengo;A;0.24;0.22;0.54;0.34;0.29;0.37;0.31;0.29;0.4;0.301;0.3398;0.3592;0.266;0.252;0.482;0.22;0.24;0.54;0.322073569048343;0.26900787522404;0.408918555727617;0.2539;0.277;0.4689
01/08/2021;14;Atlético-MG;2;0;Athletico-PR;H;0.61;0.22;0.17;0.57;0.24;0.19;0.52;0.26;0.22;0.5153;0.2011;0.2836;0.578;0.247;0.175;0.56;0.24;0.2;0.452634165080429;0.269519601106599;0.277846233812972;0.4696;0.2861;0.2442
01/08/2021;14;Bahia;0;1;Sport;A;0.55;0.21;0.24;0.51;0.27;0.22;0.4;0.29;0.31;0.3305;0.3501;0.3194;0.534;0.265;0.2;0.5;0.27;0.23;0.526269240165139;0.264505402557225;0.209225357277636;0.5052;0.2674;0.2273
01/08/2021;14;Chapecoense;0;1;Santos;A;0.28;0.31;0.41;0.34;0.27;0.39;0.33;0.27;0.4;0.2829;0.3496;0.3675;0.381;0.265;0.354;0.31;0.25;0.44;0.271659002005847;0.265778993072623;0.46256200492153;0.2601;0.2845;0.4552
01/08/2021;14;Ceará;3;1;Fortaleza;H;0.26;0.33;0.41;0.39;0.29;0.32;0.34;0.27;0.39;0.3115;0.2615;0.427;0.28;0.3;0.419;0.41;0.29;0.3;0.423235856060125;0.287539082642477;0.289225061297398;0.3497;0.3031;0.347
01/08/2021;14;Atlético-GO;1;1;América-MG;D;0.47;0.28;0.25;0.53;0.27;0.2;0.47;0.27;0.26;0.3764;0.3452;0.2783;0.488;0.285;0.227;0.46;0.26;0.28;0.532518081818549;0.28917885673187;0.178303061449581;0.38;0.2942;0.3257
02/09/2021;14;Fluminense;1;1;Juventude;D;0.54;0.27;0.19;0.58;0.26;0.16;;;;0.387;0.3867;0.2262;0.556;0.259;0.185;0.54;0.28;0.17;0.490268771062363;0.300305200315616;0.209426028622021;0.5808;0.2605;0.1585
06/08/2021;15;Sport;0;0;Bragantino;D;0.27;0.33;0.4;0.33;0.3;0.37;0.31;0.29;0.4;0.2269;0.3455;0.4276;0.208;0.292;0.5;0.29;0.28;0.43;0.236209418589223;0.289876988986332;0.473913592424445;0.2492;0.2832;0.4674
07/08/2021;15;Athletico-PR;1;2;São Paulo;A;0.48;0.29;0.23;0.57;0.24;0.19;0.42;0.28;0.3;0.4588;0.3512;0.19;0.317;0.258;0.425;0.4;0.28;0.31;0.464937355464423;0.290536948505651;0.244525696029926;0.3747;0.3022;0.323
07/08/2021;15;Palmeiras;2;3;Fortaleza;A;0.54;0.28;0.18;0.64;0.21;0.15;0.42;0.26;0.32;0.413;0.385;0.202;0.476;0.29;0.234;0.58;0.25;0.17;0.573903073821082;0.245561671890647;0.180535254288271;0.596;0.2599;0.1439
07/08/2021;15;Cuiabá;1;1;Bahia;D;0.35;0.28;0.37;0.51;0.25;0.24;0.36;0.31;0.33;0.34;0.3064;0.3536;0.385;0.268;0.347;0.43;0.27;0.3;0.451851555620658;0.259189676432427;0.288958767946915;0.323;0.3022;0.3747
08/08/2021;15;Santos;0;0;Corinthians;D;0.39;0.32;0.29;0.51;0.27;0.22;0.42;0.3;0.28;0.3901;0.3666;0.2433;0.389;0.284;0.327;0.49;0.28;0.23;0.470447540982683;0.277971198539451;0.251581260477866;0.4283;0.2944;0.2771
08/08/2021;15;América-MG;1;0;Fluminense;H;0.31;0.33;0.36;0.33;0.31;0.36;0.33;0.3;0.37;0.2548;0.4396;0.3056;0.303;0.297;0.4;0.355;0.28;0.365;0.277516410831805;0.313684616938968;0.408798972229227;0.3747;0.3022;0.323
08/08/2021;15;Juventude;1;2;Atlético-MG;A;0.21;0.28;0.51;0.24;0.3;0.46;0.31;0.29;0.4;0.3938;0.2312;0.375;0.188;0.26;0.552;0.25;0.28;0.47;0.238808529995299;0.308750082076925;0.452441387927775;0.1874;0.2677;0.5448
08/08/2021;15;Flamengo;0;4;Internacional;A;0.65;0.21;0.14;0.72;0.18;0.1;0.46;0.26;0.28;0.4402;0.2863;0.2735;0.636;0.196;0.168;0.69;0.19;0.12;0.576097063236718;0.221895216540296;0.202007720222986;0.6292;0.2359;0.1348
08/08/2021;15;Ceará;0;0;Atlético-GO;D;0.49;0.29;0.22;0.56;0.26;0.18;0.46;0.28;0.26;0.4596;0.2601;0.2803;0.502;0.258;0.24;0.53;0.26;0.2;0.492227042674791;0.276927678218378;0.230845279106831;0.4674;0.2832;0.2492
09/08/2021;15;Grêmio;2;1;Chapecoense;H;0.62;0.25;0.13;0.61;0.24;0.15;0.4;0.28;0.32;0.2941;0.4946;0.2113;0.602;0.253;0.145;0.61;0.23;0.15;0.648859138436512;0.220804282489549;0.130336579073939;0.5829;0.2606;0.1564
14/08/2021;16;Bragantino;1;2;Juventude;A;0.55;0.27;0.18;0.7;0.2;0.1;0.42;0.29;0.29;0.3554;0.5202;0.1244;0.644;0.234;0.122;0.62;0.25;0.13;0.642480716064787;0.240460238590029;0.117059045345184;0.5973;0.2437;0.1589
14/08/2021;16;Atlético-MG;2;0;Palmeiras;H;0.44;0.31;0.25;0.5;0.26;0.24;0.39;0.3;0.31;0.4767;0.1903;0.333;0.45;0.268;0.282;0.46;0.27;0.27;0.408945170825942;0.259155214196684;0.331899614977374;0.4557;0.268;0.2761
14/08/2021;16;São Paulo;2;1;Grêmio;H;0.39;0.32;0.29;0.47;0.3;0.23;0.38;0.33;0.29;0.4085;0.3282;0.2633;0.517;0.254;0.229;0.45;0.29;0.26;0.422891491018215;0.288854306897026;0.28825420208476;0.4572;0.2814;0.2613
15/08/2021;16;Flamengo;2;0;Sport;H;0.62;0.23;0.15;0.68;0.21;0.11;0.52;0.26;0.22;0.3789;0.2747;0.3464;0.746;0.178;0.076;0.74;0.18;0.08;0.697364329827943;0.192580003091889;0.110055667080168;0.7317;0.1463;0.1219
15/08/2021;16;Corinthians;3;1;Ceará;H;0.42;0.32;0.26;0.48;0.3;0.22;0.41;0.29;0.3;0.1411;0.6501;0.2088;0.383;0.304;0.313;0.45;0.31;0.24;0.418573011797064;0.300808026219381;0.280618961983555;0.4246;0.2808;0.2944
15/08/2021;16;Fortaleza;1;1;Santos;D;0.46;0.3;0.24;0.54;0.25;0.21;0.49;0.28;0.23;0.4692;0.3309;0.1999;0.571;0.249;0.18;0.45;0.28;0.26;0.439693207626784;0.269954022573861;0.290352769799355;0.4076;0.2866;0.3057
15/08/2021;16;Bahia;1;2;Atlético-GO;A;0.44;0.33;0.23;0.51;0.26;0.23;0.39;0.3;0.31;0.2885;0.2969;0.4146;0.42;0.261;0.319;0.5;0.27;0.23;0.435917523891091;0.274483983225466;0.289598492883443;0.4343;0.285;0.2806
15/08/2021;16;Cuiabá;1;0;Athletico-PR;H;0.34;0.36;0.3;0.39;0.26;0.35;0.34;0.33;0.33;0.346;0.3058;0.3482;0.363;0.286;0.351;0.39;0.29;0.32;0.31651584706244;0.296999313046783;0.386484839890777;0.3505;0.2848;0.3645
15/08/2021;16;Internacional;4;2;Fluminense;H;0.51;0.28;0.21;0.48;0.29;0.23;0.39;0.28;0.33;0.2861;0.4631;0.2507;0.461;0.263;0.276;0.48;0.28;0.24;0.506157608184487;0.273392072899392;0.22045031891612;0.4148;0.2808;0.3042
16/08/2021;16;Chapecoense;1;1;América-MG;D;0.29;0.36;0.35;0.45;0.28;0.27;0.36;0.26;0.38;0.2657;0.3166;0.4177;0.357;0.3;0.343;0.38;0.27;0.35;0.398276659492119;0.313753618403774;0.287969722104108;0.3383;0.281;0.3806
21/08/2021;17;Atlético-GO;1;1;Chapecoense;D;0.5;0.32;0.18;0.57;0.25;0.18;0.47;0.27;0.26;0.38;0.4171;0.2029;0.54;0.257;0.203;0.49;0.27;0.24;0.553605920628391;0.266535519159859;0.17985856021175;0.519;0.2747;0.2061
21/08/2021;17;Grêmio;2;0;Bahia;H;0.51;0.28;0.21;0.56;0.25;0.19;0.37;0.34;0.29;0.2965;0.4511;0.2524;0.518;0.257;0.225;0.51;0.27;0.22;0.56692271197893;0.233613699358025;0.199463588663045;0.4841;0.2967;0.219
21/08/2021;17;Juventude;1;1;Fortaleza;D;0.27;0.32;0.41;0.34;0.29;0.37;0.3;0.33;0.37;0.3318;0.3024;0.3658;0.236;0.283;0.481;0.3;0.3;0.4;0.316042344527646;0.322110649159158;0.361847006313196;0.2739;0.315;0.4109
22/08/2021;17;Palmeiras;0;2;Cuiabá;A;0.67;0.21;0.12;0.71;0.18;0.11;0.47;0.29;0.24;0.3026;0.5069;0.1905;0.642;0.24;0.118;0.61;0.24;0.14;0.615853403808099;0.237555863125677;0.146590733066225;0.6761;0.2186;0.1051
22/08/2021;17;Ceará;1;1;Flamengo;D;0.21;0.25;0.54;0.33;0.27;0.4;0.28;0.29;0.43;0.4282;0.2795;0.2923;0.292;0.232;0.476;0.22;0.24;0.54;0.329527396883022;0.246644422958154;0.423828180158823;0.2106;0.2682;0.5211
22/08/2021;17;Athletico-PR;0;1;Corinthians;A;0.38;0.34;0.28;0.5;0.27;0.23;0.3165;0.3449;0.3386;0.3281;0.3661;0.3057;0.376;0.301;0.323;0.42;0.3;0.28;0.459203042009359;0.299764416373449;0.241032541617192;0.4;0.3;0.3
22/08/2021;17;Santos;2;2;Internacional;D;0.41;0.28;0.31;0.49;0.27;0.24;0.43;0.28;0.29;0.2951;0.3888;0.3161;0.334;0.255;0.41;0.41;0.28;0.31;0.400793431120208;0.272321890568007;0.326884678311785;0.4;0.3;0.3
22/08/2021;17;Sport;0;1;São Paulo;A;0.29;0.31;0.4;0.37;0.34;0.29;0.33;0.31;0.36;0.289;0.3821;0.3289;0.189;0.271;0.54;0.31;0.31;0.38;0.275487233027068;0.327982029989328;0.396530736983603;0.2904;0.3001;0.4093
23/08/2021;17;Fluminense;1;1;Atlético-MG;D;0.25;0.27;0.48;0.33;0.3;0.37;0.31;0.3;0.39;0.3189;0.2512;0.4299;0.314;0.265;0.421;0.29;0.28;0.43;0.357507654771268;0.272022336185265;0.370470009043467;0.3264;0.3151;0.3584
23/08/2021;17;América-MG;0;2;Bragantino;A;0.31;0.35;0.34;0.32;0.28;0.4;0.34;0.29;0.37;0.2425;0.3967;0.3608;0.302;0.294;0.404;0.35;0.27;0.37;0.233153066450193;0.283888379200533;0.482958554349274;0.3338;0.306;0.36
28/08/2021;18;Sport;0;0;Chapecoense;D;0.43;0.35;0.22;0.51;0.3;0.19;0.41;0.35;0.24;0.3028;0.4519;0.2453;0.398;0.324;0.278;0.49;0.29;0.22;0.4295707381922;0.321277737566114;0.249151524241686;0.4485;0.2898;0.2616
28/08/2021;18;Santos;0;4;Flamengo;A;0.25;0.24;0.51;0.39;0.26;0.35;0.33;0.3;0.37;0.2792;0.4182;0.3025;0.244;0.222;0.534;0.26;0.25;0.49;0.357238800255778;0.242303734030585;0.400457465713638;0.2095;0.2514;0.5389
28/08/2021;18;Palmeiras;2;1;Athletico-PR;H;0.54;0.27;0.19;0.62;0.21;0.17;0.49;0.25;0.26;0.4852;0.201;0.3138;0.561;0.257;0.181;0.55;0.25;0.2;0.49985317433908;0.269800776719088;0.230346048941833;0.5798;0.2334;0.1867
28/08/2021;18;Grêmio;0;1;Corinthians;A;0.4;0.32;0.28;0.43;0.31;0.26;0.37;0.3;0.33;0.2368;0.4226;0.3406;0.446;0.311;0.242;0.46;0.3;0.23;0.454045455902468;0.295889840062966;0.250064704034566;0.4059;0.3111;0.2829
29/08/2021;18;América-MG;2;0;Ceará;H;0.34;0.35;0.31;0.38;0.3;0.32;0.38;0.3;0.32;0.2608;0.4879;0.2513;0.317;0.298;0.384;0.39;0.29;0.32;0.278167039333109;0.307175066782029;0.414657893884862;0.3835;0.3031;0.3132
29/08/2021;18;Juventude;1;1;São Paulo;D;0.29;0.33;0.38;0.37;0.31;0.32;0.35;0.33;0.32;0.3354;0.3265;0.338;0.234;0.254;0.512;0.31;0.31;0.38;0.298100542481849;0.328171643908035;0.373727813610116;0.2607;0.3027;0.4365
29/08/2021;18;Atlético-GO;0;0;Internacional;D;0.29;0.34;0.37;0.39;0.28;0.33;0.32;0.33;0.35;0.2086;0.514;0.2774;0.354;0.258;0.388;0.3;0.28;0.42;0.322516498284817;0.293680586746556;0.383802914968627;0.2768;0.2852;0.4378
29/08/2021;18;Bragantino;1;1;Atlético-MG;D;0.27;0.3;0.43;0.43;0.27;0.3;0.32;0.32;0.36;0.2401;0.4119;0.3479;0.363;0.27;0.367;0.32;0.28;0.4;0.470452305206819;0.251541555580369;0.278006139212813;0.3239;0.2846;0.3914
30/08/2021;18;Fluminense;2;0;Bahia;H;0.49;0.29;0.22;0.6;0.23;0.17;0.44;0.28;0.27;0.3786;0.3891;0.2323;0.51;0.245;0.245;0.5;0.27;0.23;0.51204928345631;0.25032622388907;0.23762449265462;0.4485;0.2898;0.2616
30/08/2021;18;Fortaleza;0;0;Cuiabá;D;0.53;0.27;0.2;0.6;0.23;0.17;0.47;0.31;0.22;0.3003;0.4778;0.2219;0.58;0.264;0.155;0.57;0.26;0.17;0.4515172517698;0.293570443947706;0.254912304282494;0.5352;0.2676;0.1971
04/09/2021;19;Bahia;4;2;Fortaleza;H;0.31;0.3;0.39;0.35;0.26;0.39;0.37;0.28;0.35;0.2451;0.3209;0.434;0.3;0.265;0.434;0.37;0.28;0.34;0.366849103888742;0.266904333992303;0.366246562118955;0.375;0.3125;0.3125
04/09/2021;19;Cuiabá;2;1;Santos;H;0.3;0.34;0.36;0.45;0.28;0.27;0.34;0.35;0.31;0.2596;0.4632;0.2772;0.444;0.283;0.273;0.34;0.3;0.36;0.409811388882984;0.298808026399445;0.291380584717572;0.3618;0.3244;0.3136
05/09/2021;19;Athletico-PR;0;0;Sport;D;0.56;0.27;0.17;0.57;0.27;0.16;0.45;0.28;0.27;0.3597;0.3393;0.3009;0.517;0.32;0.163;0.51;0.29;0.2;0.556609146830611;0.289210153665544;0.154180699503845;0.5071;0.2843;0.2085
